period,temperature,hours before sunrise,hours before sunset,demand
12961,13.7,3.783333333,20.33333333,590
12962,13.7,3.283333333,19.83333333,555
12963,13.7,2.783333333,19.33333333,525
12964,13.6,2.283333333,18.83333333,515
12965,13.3,1.783333333,18.33333333,539
12966,13.2,1.283333333,17.83333333,573
12967,13.1,0.783333333,17.33333333,556
12968,13.4,0.283333333,16.83333333,531
12969,13.5,-0.216666667,16.33333333,549
12970,13.5,-0.716666667,15.83333333,551
12971,13.5,-1.216666667,15.33333333,601
12972,14.1,-1.716666667,14.83333333,762
12973,14.6,-2.216666667,14.33333333,873
12974,15,-2.716666667,13.83333333,909
12975,15.3,-3.216666667,13.33333333,927
12976,16.5,-3.716666667,12.83333333,822
12977,17.5,-4.216666667,12.33333333,810
12978,19,-4.716666667,11.83333333,785
12979,20.2,-5.216666667,11.33333333,778
12980,21.3,-5.716666667,10.83333333,764
12981,22.2,-6.216666667,10.33333333,791
12982,22.8,-6.716666667,9.83333333,794
12983,23.4,-7.216666667,9.33333333,834
12984,24.2,-7.716666667,8.83333333,842
12985,25,-8.216666667,8.33333333,800
12986,24.9,-8.716666667,7.83333333,748
12987,24.7,-9.216666667,7.33333333,730
12988,24,-9.716666667,6.83333333,712
12989,24,-10.21666667,6.33333333,720
12990,24,-10.71666667,5.83333333,757
12991,22.9,-11.21666667,5.33333333,846
12992,22.1,-11.71666667,4.83333333,942
12993,21.3,-12.21666667,4.33333333,1049
12994,21,-12.71666667,3.83333333,1160
12995,20.6,-13.21666667,3.33333333,1197
12996,20,-13.71666667,2.83333333,1234
12997,19.3,-14.21666667,2.33333333,1237
12998,18.6,-14.71666667,1.83333333,1219
12999,17.8,-15.21666667,1.33333333,1201
13000,17.4,-15.71666667,0.83333333,1191
13001,16.9,-16.21666667,0.33333333,1231
13002,16.8,-16.71666667,-0.16666667,1254
13003,16.7,-17.21666667,-0.66666667,1268
13004,16.4,-17.71666667,-1.16666667,1171
13005,16.1,-18.21666667,-1.66666667,1011
13006,16,-18.71666667,-2.16666667,890
13007,15.9,-19.21666667,-2.66666667,774
13008,15.7,-19.71666667,-3.16666667,663
13009,15.5,3.8,20.33333333,601
13010,15,3.3,19.83333333,573
13011,14.4,2.8,19.33333333,518
13012,13.9,2.3,18.83333333,514
13013,13.3,1.8,18.33333333,534
13014,13.3,1.3,17.83333333,576
13015,13.4,0.8,17.33333333,565
13016,13.5,0.3,16.83333333,554
13017,13.6,-0.2,16.33333333,562
13018,14,-0.7,15.83333333,553
13019,14.3,-1.2,15.33333333,604
13020,14.9,-1.7,14.83333333,778
13021,15.5,-2.2,14.33333333,866
13022,16.3,-2.7,13.83333333,933
13023,17,-3.2,13.33333333,937
13024,17.6,-3.7,12.83333333,834
13025,18.1,-4.2,12.33333333,837
13026,19,-4.7,11.83333333,780
13027,19.9,-5.2,11.33333333,766
13028,21.8,-5.7,10.83333333,750
13029,23.3,-6.2,10.33333333,776
13030,23.8,-6.7,9.83333333,774
13031,24.3,-7.2,9.33333333,818
13032,24.2,-7.7,8.83333333,831
13033,24.1,-8.2,8.33333333,806
13034,23.6,-8.7,7.83333333,768
13035,23.3,-9.2,7.33333333,764
13036,24.8,-9.7,6.83333333,762
13037,24.8,-10.2,6.33333333,757
13038,24.7,-10.7,5.83333333,813
13039,24.6,-11.2,5.33333333,862
13040,24.4,-11.7,4.83333333,933
13041,24.1,-12.2,4.33333333,1017
13042,23.4,-12.7,3.83333333,1089
13043,22.6,-13.2,3.33333333,1136
13044,22.1,-13.7,2.83333333,1149
13045,21.4,-14.2,2.33333333,1129
13046,20.5,-14.7,1.83333333,1133
13047,19.5,-15.2,1.33333333,1123
13048,18.9,-15.7,0.83333333,1140
13049,18.3,-16.2,0.33333333,1217
13050,17,-16.7,-0.16666667,1256
13051,15.7,-17.2,-0.66666667,1287
13052,15.4,-17.7,-1.16666667,1192
13053,14.9,-18.2,-1.66666667,1025
13054,14.7,-18.7,-2.16666667,916
13055,14.4,-19.2,-2.66666667,756
13056,14.4,-19.7,-3.16666667,641
13057,14.3,3.8,20.31666667,568
13058,14.3,3.3,19.81666667,546
13059,14.3,2.8,19.31666667,526
13060,14.4,2.3,18.81666667,516
13061,14.5,1.8,18.31666667,536
13062,14.4,1.3,17.81666667,538
13063,14.3,0.8,17.31666667,539
13064,14.5,0.3,16.81666667,518
13065,14.7,-0.2,16.31666667,532
13066,14.8,-0.7,15.81666667,538
13067,14.9,-1.2,15.31666667,602
13068,15.1,-1.7,14.81666667,764
13069,15.3,-2.2,14.31666667,875
13070,15.5,-2.7,13.81666667,928
13071,15.7,-3.2,13.31666667,943
13072,16.1,-3.7,12.81666667,859
13073,16.4,-4.2,12.31666667,850
13074,16.5,-4.7,11.81666667,811
13075,16.5,-5.2,11.31666667,783
13076,16.2,-5.7,10.81666667,747
13077,16,-6.2,10.31666667,785
13078,16.2,-6.7,9.81666667,785
13079,16.4,-7.2,9.31666667,821
13080,16.2,-7.7,8.81666667,844
13081,16.1,-8.2,8.31666667,811
13082,15.9,-8.7,7.81666667,767
13083,15.7,-9.2,7.31666667,746
13084,16.5,-9.7,6.81666667,738
13085,16.5,-10.2,6.31666667,749
13086,17.1,-10.7,5.81666667,806
13087,17.6,-11.2,5.31666667,878
13088,16.9,-11.7,4.81666667,985
13089,16.2,-12.2,4.31666667,1077
13090,16.5,-12.7,3.81666667,1175
13091,16.7,-13.2,3.31666667,1224
13092,16.8,-13.7,2.81666667,1233
13093,17,-14.2,2.31666667,1220
13094,16.6,-14.7,1.81666667,1196
13095,16.2,-15.2,1.31666667,1193
13096,16,-15.7,0.81666667,1179
13097,15.7,-16.2,0.31666667,1243
13098,15.2,-16.7,-0.18333333,1259
13099,14.6,-17.2,-0.68333333,1277
13100,14.6,-17.7,-1.18333333,1157
13101,14.7,-18.2,-1.68333333,1013
13102,14.4,-18.7,-2.18333333,884
13103,14,-19.2,-2.68333333,746
13104,13.3,-19.7,-3.18333333,638
13105,12.9,3.816666667,20.31666667,577
13106,12.4,3.316666667,19.81666667,547
13107,11.9,2.816666667,19.31666667,523
13108,11.5,2.316666667,18.81666667,517
13109,11.1,1.816666667,18.31666667,528
13110,11.1,1.316666667,17.81666667,539
13111,10.9,0.816666667,17.31666667,536
13112,11.2,0.316666667,16.81666667,518
13113,11.6,-0.183333333,16.31666667,525
13114,11.9,-0.683333333,15.81666667,533
13115,12,-1.183333333,15.31666667,586
13116,13.3,-1.683333333,14.81666667,748
13117,14.5,-2.183333333,14.31666667,851
13118,15.3,-2.683333333,13.81666667,913
13119,16,-3.183333333,13.31666667,930
13120,16.9,-3.683333333,12.81666667,841
13121,17.8,-4.183333333,12.31666667,857
13122,18.3,-4.683333333,11.81666667,829
13123,18.7,-5.183333333,11.31666667,839
13124,19.7,-5.683333333,10.81666667,808
13125,20.7,-6.183333333,10.31666667,802
13126,20.6,-6.683333333,9.81666667,802
13127,20.5,-7.183333333,9.31666667,856
13128,20.5,-7.683333333,8.81666667,854
13129,20.4,-8.183333333,8.31666667,798
13130,20.4,-8.683333333,7.81666667,775
13131,20.3,-9.183333333,7.31666667,765
13132,20.1,-9.683333333,6.81666667,757
13133,19.8,-10.18333333,6.31666667,760
13134,18.7,-10.68333333,5.81666667,811
13135,17.7,-11.18333333,5.31666667,885
13136,17.6,-11.68333333,4.81666667,1004
13137,17.4,-12.18333333,4.31666667,1100
13138,16.9,-12.68333333,3.81666667,1172
13139,16.5,-13.18333333,3.31666667,1197
13140,16.4,-13.68333333,2.81666667,1215
13141,16.1,-14.18333333,2.31666667,1220
13142,16.1,-14.68333333,1.81666667,1225
13143,16,-15.18333333,1.31666667,1192
13144,16,-15.68333333,0.81666667,1193
13145,15.9,-16.18333333,0.31666667,1212
13146,15.9,-16.68333333,-0.18333333,1267
13147,15.7,-17.18333333,-0.68333333,1250
13148,15.7,-17.68333333,-1.18333333,1163
13149,15.6,-18.18333333,-1.68333333,1037
13150,15.7,-18.68333333,-2.18333333,944
13151,15.7,-19.18333333,-2.68333333,792
13152,15.8,-19.68333333,-3.18333333,685
13153,15.8,3.833333333,20.31666667,603
13154,15.9,3.333333333,19.81666667,578
13155,15.9,2.833333333,19.31666667,554
13156,16,2.333333333,18.81666667,537
13157,16,1.833333333,18.31666667,554
13158,16.1,1.333333333,17.81666667,543
13159,16,0.833333333,17.31666667,536
13160,16,0.333333333,16.81666667,523
13161,15.9,-0.166666667,16.31666667,522
13162,16,-0.666666667,15.81666667,507
13163,15.9,-1.166666667,15.31666667,535
13164,16.2,-1.666666667,14.81666667,607
13165,16.3,-2.166666667,14.31666667,689
13166,16.7,-2.666666667,13.81666667,807
13167,16.9,-3.166666667,13.31666667,943
13168,17.2,-3.666666667,12.81666667,973
13169,17.4,-4.166666667,12.31666667,960
13170,18,-4.666666667,11.81666667,991
13171,18.7,-5.166666667,11.31666667,1032
13172,18.8,-5.666666667,10.81666667,1011
13173,18.9,-6.166666667,10.31666667,1008
13174,19.6,-6.666666667,9.81666667,1018
13175,20.3,-7.166666667,9.31666667,1036
13176,19.9,-7.666666667,8.81666667,980
13177,19.5,-8.166666667,8.31666667,981
13178,19.4,-8.666666667,7.81666667,944
13179,19.2,-9.166666667,7.31666667,925
13180,19.5,-9.666666667,6.81666667,927
13181,19.6,-10.16666667,6.31666667,938
13182,19.7,-10.66666667,5.81666667,937
13183,19.7,-11.16666667,5.31666667,948
13184,19.1,-11.66666667,4.81666667,991
13185,18.5,-12.16666667,4.31666667,1060
13186,18.6,-12.66666667,3.81666667,1126
13187,18.6,-13.16666667,3.31666667,1156
13188,18.2,-13.66666667,2.81666667,1143
13189,17.6,-14.16666667,2.31666667,1148
13190,17.4,-14.66666667,1.81666667,1162
13191,17.1,-15.16666667,1.31666667,1144
13192,16.5,-15.66666667,0.81666667,1111
13193,15.8,-16.16666667,0.31666667,1121
13194,15.3,-16.66666667,-0.18333333,1215
13195,14.7,-17.16666667,-0.68333333,1216
13196,14.2,-17.66666667,-1.18333333,1152
13197,13.7,-18.16666667,-1.68333333,1071
13198,13.6,-18.66666667,-2.18333333,967
13199,13.4,-19.16666667,-2.68333333,832
13200,13.2,-19.66666667,-3.18333333,720
13201,13.1,3.85,20.3,621
13202,13.4,3.35,19.8,592
13203,13.6,2.85,19.3,561
13204,13.7,2.35,18.8,542
13205,13.7,1.85,18.3,543
13206,13.2,1.35,17.8,538
13207,12.6,0.85,17.3,526
13208,12.3,0.35,16.8,508
13209,11.9,-0.15,16.3,490
13210,11.7,-0.65,15.8,490
13211,11.4,-1.15,15.3,514
13212,12.7,-1.65,14.8,601
13213,14.1,-2.15,14.3,644
13214,15,-2.65,13.8,726
13215,15.8,-3.15,13.3,818
13216,17.2,-3.65,12.8,952
13217,18.7,-4.15,12.3,1004
13218,19,-4.65,11.8,1010
13219,19.2,-5.15,11.3,1066
13220,19,-5.65,10.8,1118
13221,18.7,-6.15,10.3,1140
13222,18.7,-6.65,9.8,1142
13223,18.7,-7.15,9.3,1165
13224,19,-7.65,8.8,1189
13225,19.3,-8.15,8.3,1155
13226,19.4,-8.65,7.8,1069
13227,19.3,-9.15,7.3,1069
13228,19.6,-9.65,6.8,1026
13229,19.9,-10.15,6.3,1040
13230,19.2,-10.65,5.8,1055
13231,18.6,-11.15,5.3,1077
13232,19.5,-11.65,4.8,1134
13233,20.2,-12.15,4.3,1184
13234,19.8,-12.65,3.8,1205
13235,19.3,-13.15,3.3,1195
13236,19,-13.65,2.8,1180
13237,18.5,-14.15,2.3,1188
13238,18,-14.65,1.8,1218
13239,17.4,-15.15,1.3,1234
13240,16.8,-15.65,0.8,1225
13241,16.2,-16.15,0.3,1280
13242,15.4,-16.65,-0.2,1331
13243,14.6,-17.15,-0.7,1302
13244,14.5,-17.65,-1.2,1166
13245,14.2,-18.15,-1.7,998
13246,14.2,-18.65,-2.2,863
13247,14.2,-19.15,-2.7,696
13248,13.6,-19.65,-3.2,585
13249,13.1,3.85,20.3,529
13250,13.2,3.35,19.8,512
13251,13.2,2.85,19.3,478
13252,12.6,2.35,18.8,470
13253,12.1,1.85,18.3,493
13254,11.6,1.35,17.8,487
13255,11.1,0.85,17.3,492
13256,11.2,0.35,16.8,480
13257,11.2,-0.15,16.3,494
13258,11.7,-0.65,15.8,517
13259,12.1,-1.15,15.3,584
13260,12.2,-1.65,14.8,734
13261,12.3,-2.15,14.3,859
13262,12.7,-2.65,13.8,914
13263,13.1,-3.15,13.3,921
13264,14.1,-3.65,12.8,850
13265,15,-4.15,12.3,833
13266,16,-4.65,11.8,810
13267,16.9,-5.15,11.3,797
13268,16.6,-5.65,10.8,776
13269,16.1,-6.15,10.3,790
13270,16.2,-6.65,9.8,788
13271,16.2,-7.15,9.3,833
13272,16.4,-7.65,8.8,852
13273,16.5,-8.15,8.3,807
13274,15.9,-8.65,7.8,771
13275,15.3,-9.15,7.3,765
13276,15,-9.65,6.8,760
13277,14.7,-10.15,6.3,760
13278,14.1,-10.65,5.8,798
13279,13.6,-11.15,5.3,904
13280,14.3,-11.65,4.8,1005
13281,15,-12.15,4.3,1137
13282,14.1,-12.65,3.8,1225
13283,13.1,-13.15,3.3,1265
13284,12.4,-13.65,2.8,1245
13285,11.8,-14.15,2.3,1288
13286,11.7,-14.65,1.8,1271
13287,11.6,-15.15,1.3,1214
13288,11.2,-15.65,0.8,1228
13289,10.7,-16.15,0.3,1283
13290,10.4,-16.65,-0.2,1322
13291,10,-17.15,-0.7,1300
13292,10.2,-17.65,-1.2,1156
13293,10.3,-18.15,-1.7,1001
13294,10.1,-18.65,-2.2,840
13295,9.8,-19.15,-2.7,671
13296,9.4,-19.65,-3.2,574
13297,9.4,3.866666667,20.28333333,502
13298,9.1,3.366666667,19.78333333,492
13299,8.9,2.866666667,19.28333333,470
13300,8.8,2.366666667,18.78333333,465
13301,8.7,1.866666667,18.28333333,485
13302,8.5,1.366666667,17.78333333,472
13303,8.3,0.866666667,17.28333333,477
13304,8,0.366666667,16.78333333,461
13305,7.6,-0.133333333,16.28333333,481
13306,8.1,-0.633333333,15.78333333,501
13307,8.6,-1.133333333,15.28333333,568
13308,9.5,-1.633333333,14.78333333,726
13309,10.4,-2.133333333,14.28333333,852
13310,11.7,-2.633333333,13.78333333,886
13311,13.1,-3.133333333,13.28333333,919
13312,14.5,-3.633333333,12.78333333,852
13313,15.9,-4.133333333,12.28333333,801
13314,16,-4.633333333,11.78333333,775
13315,16,-5.133333333,11.28333333,774
13316,15.7,-5.633333333,10.78333333,748
13317,15.3,-6.133333333,10.28333333,774
13318,15.3,-6.633333333,9.78333333,774
13319,15.2,-7.133333333,9.28333333,817
13320,15.9,-7.633333333,8.78333333,828
13321,16.7,-8.133333333,8.28333333,768
13322,16.4,-8.633333333,7.78333333,749
13323,16.1,-9.133333333,7.28333333,741
13324,16.2,-9.633333333,6.78333333,730
13325,16.2,-10.13333333,6.28333333,738
13326,15.6,-10.63333333,5.78333333,783
13327,15,-11.13333333,5.28333333,888
13328,14.7,-11.63333333,4.78333333,1007
13329,14.3,-12.13333333,4.28333333,1166
13330,14.4,-12.63333333,3.78333333,1309
13331,14.4,-13.13333333,3.28333333,1341
13332,14.5,-13.63333333,2.78333333,1364
13333,14.5,-14.13333333,2.28333333,1365
13334,14.6,-14.63333333,1.78333333,1315
13335,14.6,-15.13333333,1.28333333,1311
13336,14.7,-15.63333333,0.78333333,1318
13337,14.7,-16.13333333,0.28333333,1351
13338,14.7,-16.63333333,-0.21666667,1332
13339,14.7,-17.13333333,-0.71666667,1299
13340,14.6,-17.63333333,-1.21666667,1174
13341,14.4,-18.13333333,-1.71666667,995
13342,14.4,-18.63333333,-2.21666667,822
13343,14.2,-19.13333333,-2.71666667,679
13344,14,-19.63333333,-3.21666667,576
13345,14,3.883333333,20.28333333,510
13346,13.8,3.383333333,19.78333333,504
13347,13.4,2.883333333,19.28333333,471
13348,13.1,2.383333333,18.78333333,473
13349,12.8,1.883333333,18.28333333,483
13350,12.8,1.383333333,17.78333333,478
13351,12.7,0.883333333,17.28333333,483
13352,12.8,0.383333333,16.78333333,472
13353,12.7,-0.116666667,16.28333333,491
13354,12.8,-0.616666667,15.78333333,504
13355,12.8,-1.116666667,15.28333333,572
13356,13.2,-1.616666667,14.78333333,740
13357,13.5,-2.116666667,14.28333333,852
13358,14.2,-2.616666667,13.78333333,918
13359,14.8,-3.116666667,13.28333333,926
13360,15.4,-3.616666667,12.78333333,856
13361,15.9,-4.116666667,12.28333333,836
13362,16.1,-4.616666667,11.78333333,798
13363,16.3,-5.116666667,11.28333333,785
13364,16.4,-5.616666667,10.78333333,766
13365,16.3,-6.116666667,10.28333333,781
13366,16.6,-6.616666667,9.78333333,791
13367,16.8,-7.116666667,9.28333333,834
13368,17.7,-7.616666667,8.78333333,849
13369,18.5,-8.116666667,8.28333333,806
13370,18.3,-8.616666667,7.78333333,784
13371,18,-9.116666667,7.28333333,767
13372,18.4,-9.616666667,6.78333333,759
13373,18.8,-10.11666667,6.28333333,755
13374,18.4,-10.61666667,5.78333333,812
13375,18,-11.11666667,5.28333333,878
13376,18.3,-11.61666667,4.78333333,971
13377,18.5,-12.11666667,4.28333333,1091
13378,17.8,-12.61666667,3.78333333,1174
13379,17.1,-13.11666667,3.28333333,1198
13380,16.7,-13.61666667,2.78333333,1203
13381,16.3,-14.11666667,2.28333333,1205
13382,16.2,-14.61666667,1.78333333,1195
13383,16,-15.11666667,1.28333333,1178
13384,15.6,-15.61666667,0.78333333,1176
13385,15.1,-16.11666667,0.28333333,1252
13386,14.5,-16.61666667,-0.21666667,1287
13387,13.9,-17.11666667,-0.71666667,1287
13388,13.2,-17.61666667,-1.21666667,1177
13389,12.6,-18.11666667,-1.71666667,1012
13390,12.6,-18.61666667,-2.21666667,842
13391,12.5,-19.11666667,-2.71666667,677
13392,12.5,-19.61666667,-3.21666667,568
13393,12.5,3.9,20.26666667,499
13394,12.6,3.4,19.76666667,491
13395,12.7,2.9,19.26666667,477
13396,12.6,2.4,18.76666667,469
13397,12.5,1.9,18.26666667,483
13398,12.4,1.4,17.76666667,461
13399,12.2,0.9,17.26666667,477
13400,12.1,0.4,16.76666667,465
13401,12,-0.1,16.26666667,485
13402,12.3,-0.6,15.76666667,501
13403,12.4,-1.1,15.26666667,580
13404,12.7,-1.6,14.76666667,742
13405,12.9,-2.1,14.26666667,875
13406,13.1,-2.6,13.76666667,931
13407,13.3,-3.1,13.26666667,971
13408,13.6,-3.6,12.76666667,880
13409,13.8,-4.1,12.26666667,850
13410,14,-4.6,11.76666667,832
13411,14.2,-5.1,11.26666667,798
13412,14.1,-5.6,10.76666667,779
13413,13.9,-6.1,10.26666667,794
13414,14,-6.6,9.76666667,809
13415,14.1,-7.1,9.26666667,846
13416,14.6,-7.6,8.76666667,879
13417,15.1,-8.1,8.26666667,830
13418,15.1,-8.6,7.76666667,797
13419,15,-9.1,7.26666667,774
13420,15.2,-9.6,6.76666667,761
13421,15.4,-10.1,6.26666667,749
13422,16.4,-10.6,5.76666667,817
13423,17.3,-11.1,5.26666667,898
13424,18.3,-11.6,4.76666667,1014
13425,19.1,-12.1,4.26666667,1123
13426,19,-12.6,3.76666667,1215
13427,18.9,-13.1,3.26666667,1237
13428,18.1,-13.6,2.76666667,1251
13429,17.3,-14.1,2.26666667,1284
13430,16.8,-14.6,1.76666667,1252
13431,16.1,-15.1,1.26666667,1259
13432,15.7,-15.6,0.76666667,1252
13433,15.3,-16.1,0.26666667,1333
13434,15.1,-16.6,-0.23333333,1337
13435,14.8,-17.1,-0.73333333,1295
13436,15,-17.6,-1.23333333,1149
13437,15,-18.1,-1.73333333,1007
13438,14.8,-18.6,-2.23333333,833
13439,14.5,-19.1,-2.73333333,695
13440,14.5,-19.6,-3.23333333,593
13441,14.5,3.916666667,20.26666667,529
13442,14.7,3.416666667,19.76666667,515
13443,14.8,2.916666667,19.26666667,494
13444,14.7,2.416666667,18.76666667,489
13445,14.6,1.916666667,18.26666667,498
13446,14.4,1.416666667,17.76666667,492
13447,14.1,0.916666667,17.26666667,499
13448,13.9,0.416666667,16.76666667,493
13449,13.6,-0.083333333,16.26666667,498
13450,13.3,-0.583333333,15.76666667,512
13451,12.9,-1.083333333,15.26666667,572
13452,12.7,-1.583333333,14.76666667,731
13453,12.4,-2.083333333,14.26666667,858
13454,13,-2.583333333,13.76666667,931
13455,13.4,-3.083333333,13.26666667,950
13456,13.9,-3.583333333,12.76666667,873
13457,14.3,-4.083333333,12.26666667,875
13458,15,-4.583333333,11.76666667,861
13459,15.7,-5.083333333,11.26666667,868
13460,17.3,-5.583333333,10.76666667,834
13461,18.8,-6.083333333,10.26666667,824
13462,18.2,-6.583333333,9.76666667,830
13463,17.5,-7.083333333,9.26666667,890
13464,17.4,-7.583333333,8.76666667,899
13465,17.1,-8.083333333,8.26666667,834
13466,16.4,-8.583333333,7.76666667,810
13467,15.7,-9.083333333,7.26666667,795
13468,15.8,-9.583333333,6.76666667,787
13469,15.8,-10.08333333,6.26666667,783
13470,16.4,-10.58333333,5.76666667,828
13471,16.9,-11.08333333,5.26666667,903
13472,18.3,-11.58333333,4.76666667,1019
13473,19.7,-12.08333333,4.26666667,1125
13474,19.2,-12.58333333,3.76666667,1202
13475,18.7,-13.08333333,3.26666667,1217
13476,18.6,-13.58333333,2.76666667,1232
13477,18.4,-14.08333333,2.26666667,1245
13478,18.1,-14.58333333,1.76666667,1242
13479,17.6,-15.08333333,1.26666667,1205
13480,17.4,-15.58333333,0.76666667,1214
13481,17.1,-16.08333333,0.26666667,1241
13482,17,-16.58333333,-0.23333333,1294
13483,16.9,-17.08333333,-0.73333333,1270
13484,16.8,-17.58333333,-1.23333333,1175
13485,16.5,-18.08333333,-1.73333333,1036
13486,16.2,-18.58333333,-2.23333333,907
13487,15.7,-19.08333333,-2.73333333,745
13488,15.2,-19.58333333,-3.23333333,619
13489,15.1,3.933333333,20.25,541
13490,14.9,3.433333333,19.75,523
13491,14.7,2.933333333,19.25,508
13492,14.6,2.433333333,18.75,486
13493,14.3,1.933333333,18.25,494
13494,14.3,1.433333333,17.75,478
13495,14.1,0.933333333,17.25,473
13496,14.1,0.433333333,16.75,471
13497,14.1,-0.066666667,16.25,480
13498,14.2,-0.566666667,15.75,471
13499,14.1,-1.066666667,15.25,507
13500,14.2,-1.566666667,14.75,581
13501,14.2,-2.066666667,14.25,654
13502,14.6,-2.566666667,13.75,775
13503,14.8,-3.066666667,13.25,905
13504,15.1,-3.566666667,12.75,987
13505,15.2,-4.066666667,12.25,1020
13506,15.2,-4.566666667,11.75,1021
13507,15.2,-5.066666667,11.25,1064
13508,15.3,-5.566666667,10.75,1033
13509,15.3,-6.066666667,10.25,1048
13510,15.2,-6.566666667,9.75,1044
13511,15,-7.066666667,9.25,1113
13512,15.2,-7.566666667,8.75,1060
13513,15.5,-8.066666667,8.25,1027
13514,16.7,-8.566666667,7.75,965
13515,17.8,-9.066666667,7.25,978
13516,18.5,-9.566666667,6.75,955
13517,19.1,-10.06666667,6.25,950
13518,19.6,-10.56666667,5.75,939
13519,20.1,-11.06666667,5.25,970
13520,20.8,-11.56666667,4.75,1002
13521,21.5,-12.06666667,4.25,1073
13522,21.3,-12.56666667,3.75,1119
13523,21,-13.06666667,3.25,1132
13524,21.1,-13.56666667,2.75,1126
13525,21,-14.06666667,2.25,1105
13526,20.6,-14.56666667,1.75,1131
13527,20.2,-15.06666667,1.25,1147
13528,19.4,-15.56666667,0.75,1124
13529,18.6,-16.06666667,0.25,1160
13530,18,-16.56666667,-0.25,1262
13531,17.3,-17.06666667,-0.75,1269
13532,16.7,-17.56666667,-1.25,1178
13533,15.9,-18.06666667,-1.75,1067
13534,15.7,-18.56666667,-2.25,917
13535,15.5,-19.06666667,-2.75,813
13536,15.3,-19.56666667,-3.25,723
13537,15.3,3.95,20.23333333,626
13538,15,3.45,19.73333333,596
13539,14.7,2.95,19.23333333,562
13540,14.4,2.45,18.73333333,537
13541,14,1.95,18.23333333,546
13542,13.7,1.45,17.73333333,549
13543,13.3,0.95,17.23333333,546
13544,13.2,0.45,16.73333333,518
13545,13,-0.05,16.23333333,497
13546,12.9,-0.55,15.73333333,491
13547,12.8,-1.05,15.23333333,520
13548,13.6,-1.55,14.73333333,599
13549,14.3,-2.05,14.23333333,644
13550,15,-2.55,13.73333333,717
13551,15.6,-3.05,13.23333333,836
13552,17.1,-3.55,12.73333333,967
13553,18.3,-4.05,12.23333333,1017
13554,19.5,-4.55,11.73333333,1019
13555,20.5,-5.05,11.23333333,1079
13556,21.7,-5.55,10.73333333,1107
13557,22.9,-6.05,10.23333333,1100
13558,23.8,-6.55,9.73333333,1117
13559,24.5,-7.05,9.23333333,1126
13560,25.3,-7.55,8.73333333,1139
13561,25.8,-8.05,8.23333333,1105
13562,26.3,-8.55,7.73333333,995
13563,26.7,-9.05,7.23333333,988
13564,26.4,-9.55,6.73333333,966
13565,26.1,-10.05,6.23333333,975
13566,26.7,-10.55,5.73333333,985
13567,27.2,-11.05,5.23333333,994
13568,27.4,-11.55,4.73333333,1047
13569,27.5,-12.05,4.23333333,1084
13570,27.2,-12.55,3.73333333,1114
13571,26.9,-13.05,3.23333333,1124
13572,26.5,-13.55,2.73333333,1098
13573,26.1,-14.05,2.23333333,1119
13574,25.4,-14.55,1.73333333,1125
13575,24.6,-15.05,1.23333333,1105
13576,23.7,-15.55,0.73333333,1114
13577,22.8,-16.05,0.23333333,1189
13578,21.9,-16.55,-0.26666667,1305
13579,20.9,-17.05,-0.76666667,1299
13580,19.6,-17.55,-1.26666667,1188
13581,17.9,-18.05,-1.76666667,1029
13582,17.9,-18.55,-2.26666667,895
13583,17.8,-19.05,-2.76666667,779
13584,17.8,-19.55,-3.26666667,665
13585,17.8,3.966666667,20.21666667,603
13586,16.5,3.466666667,19.71666667,562
13587,15.8,2.966666667,19.21666667,521
13588,15.7,2.466666667,18.71666667,508
13589,15.5,1.966666667,18.21666667,530
13590,15.3,1.466666667,17.71666667,549
13591,15,0.966666667,17.21666667,543
13592,15,0.466666667,16.71666667,529
13593,15,-0.033333333,16.21666667,531
13594,15.6,-0.533333333,15.71666667,541
13595,16.1,-1.033333333,15.21666667,600
13596,17.2,-1.533333333,14.71666667,742
13597,18.2,-2.033333333,14.21666667,853
13598,19.1,-2.533333333,13.71666667,902
13599,19.9,-3.033333333,13.21666667,914
13600,20.8,-3.533333333,12.71666667,834
13601,21.5,-4.033333333,12.21666667,835
13602,22,-4.533333333,11.71666667,822
13603,22.5,-5.033333333,11.21666667,813
13604,23.5,-5.533333333,10.71666667,806
13605,24.3,-6.033333333,10.21666667,820
13606,24.6,-6.533333333,9.71666667,802
13607,24.8,-7.033333333,9.21666667,833
13608,25,-7.533333333,8.71666667,860
13609,25.1,-8.033333333,8.21666667,835
13610,25.1,-8.533333333,7.71666667,774
13611,25.1,-9.033333333,7.21666667,774
13612,25.9,-9.533333333,6.71666667,770
13613,25.9,-10.03333333,6.21666667,774
13614,25.9,-10.53333333,5.71666667,783
13615,25.4,-11.03333333,5.21666667,856
13616,26,-11.53333333,4.71666667,940
13617,26.5,-12.03333333,4.21666667,1032
13618,25.8,-12.53333333,3.71666667,1102
13619,24.9,-13.03333333,3.21666667,1151
13620,24.8,-13.53333333,2.71666667,1138
13621,24.7,-14.03333333,2.21666667,1153
13622,24.1,-14.53333333,1.71666667,1140
13623,23.5,-15.03333333,1.21666667,1097
13624,22.5,-15.53333333,0.71666667,1124
13625,21.4,-16.03333333,0.21666667,1204
13626,20.5,-16.53333333,-0.28333333,1294
13627,19.5,-17.03333333,-0.78333333,1308
13628,18.6,-17.53333333,-1.28333333,1186
13629,17.5,-18.03333333,-1.78333333,1032
13630,17,-18.53333333,-2.28333333,902
13631,15.9,-19.03333333,-2.78333333,756
